title,genres,user_rating,keywords,director,adult,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,Unknown,War,Western
We Were Soldiers,"['Action', 'History', 'War']",0.7145,"vietnam war, vietnam veteran, hero, army, based on novel or book, steel helmet, missile, based on true story, major, soldier, explosion, battle, bayonet, death, military, vietnamese, 1960s",Randall Wallace,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The China Syndrome,"['Drama', 'Thriller']",0.7158000000000001,"california, telecaster, radiation, energy policy, earthquake, nuclear power plant, cinematographer, core melt, conspiracy, tv reporter, atomic reactor, whistleblower, falsification, nuclear accident, picketing, turbine",James Bridges,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Special Forces,"['Action', 'Drama', 'War']",0.67,"rescue, journalist, kidnapping, afghanistan, pakistan, taliban, war zone",Stéphane Rybojad,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Fix,"['Science Fiction', 'Action', 'Horror']",0.54,"drug, save humanity",Kelsey Egan,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Vampires Suck,"['Comedy', 'Fantasy']",0.43,"high school, vampire, parody, spoof, prom, horror spoof, duringcreditsstinger",Aaron Seltzer,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Suki,['Drama'],0.33,Unknown,Albert Langitan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up All In,"['Romance', 'Drama', 'Music']",0.6829000000000001,"dance competition, street artist, woman director",Trish Sie,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Nine 1/2 Weeks,"['Romance', 'Drama']",0.61,"prostitute, sexual obsession, women's sexual identity, broker, gallery owner, sadomasochism",Adrian Lyne,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Olivia Rodrigo: GUTS World Tour,['Music'],0.7200000000000001,"concert film, cheerful",James B. Merryman,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Witness for the Prosecution,"['Drama', 'Mystery', 'Crime']",0.82,"based on novel or book, nurse, widow, cigarette, alibi, letter, trial, murder, lawyer, courtroom, murder mystery, tiki culture",Billy Wilder,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Friday the 13th Part VII: The New Blood,"['Horror', 'Thriller']",0.5456000000000001,"mask, lake, new jersey, sadism, psychopath, telekinesis, sequel, woods, slaughter, serial killer, slasher, series of murders, psychiatrist, supernatural horror",John Carl Buechler,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
A Place to Fight For,"['Drama', 'Romance', 'Thriller']",0.6689,Unknown,Romain Cogitore,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
The Theory of Everything,"['Drama', 'Romance']",0.785,"husband wife relationship, biography, based on true story, physicist, based on memoir or autobiography, fictional biography, motor neuron disease, als, cambridge university, inspirational, stephen hawking, admiring",James Marsh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Cellar,"['Horror', 'Mystery']",0.6533000000000001,"mother, supernatural, cellar, hell, haunted house, visions of hell, disappearance, demon, supernatural creature, clueless husband, demonic spirit, supernatural horror, mysterious disappearance",Brendan Muldowney,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
War Horse,"['War', 'History', 'Adventure']",0.73,"world war i, horse, farm life, execution, trapped, alcoholic, cavalry, plowing, artillery, candid, loving, depressing, compassionate",Steven Spielberg,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Fear the Night,"['Action', 'Thriller']",0.6019000000000001,"iraq war veteran, female protagonist, home invasion",Neil LaBute,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Olympians at Heart,['Family'],0.8,gymnastics,Amy Force,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robinson Crusoe on Mars,"['Science Fiction', 'Adventure']",0.63,"planet mars, space mission, gay interest, astronaut, monkey, alien space craft",Byron Haskin,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Russian Lolita,"['Romance', 'Drama']",0.51,"daughter, mother, jealousy, nudity",Armen Oganezov,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
12 Mighty Orphans,"['History', 'Drama', 'Action']",0.7200000000000001,"underdog, based on novel or book, sports, war veteran, american football, orphanage, american football coach, great depression, based on true story, flashback, orphan, child labor, inspiring story, dust bowl, aftercreditsstinger, 1940s, 1930s, group home",Ty Roberts,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Kitbull,"['Animation', 'Family', 'Drama']",0.8,"friendship, cat, dog, animals, short film, короткометражка pixar, pixar sparkshorts",Rosana Sullivan,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
JUNG_E,['Science Fiction'],0.6120000000000001,"future, artificial intelligence (a.i.), clone, dystopia, mercenary, robot, 22nd century, war",Yeon Sang-ho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Bad Sister,"['Thriller', 'TV Movie']",0.66,erotic thriller,Doug Campbell,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
The Walking Dead: The Return,['Documentary'],0.75,Unknown,Jes Thorud,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stalag 17,"['Comedy', 'Drama', 'War']",0.7693,"chess, escape, spy, guard, plant, based on play or musical, black and white, security, christmas, barracks, prisoner of war camp",Billy Wilder,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
V de Víctor,['Comedy'],0.73,"sports, confidence, rivalry, box, acceptance, boxing ring, lack of confidence, father and daughter, sports talk, amused, appreciative, comforting, dignified, retired boxer",Frank Ariza,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Step Up,"['Music', 'Drama', 'Romance', 'Crime']",0.6900000000000001,"dancing, dance, new love, baltimore, usa, art school, woman director",Anne Fletcher,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Stella. A Life.,"['Drama', 'War', 'History']",0.6200000000000001,"berlin, germany, world war ii, based on true story, nazi hunter, nazi germany, hidden child, inspired by novel or book",Kilian Riedhof,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Dangerous Beauty,"['Drama', 'Romance']",0.7097000000000001,"venice, italy, inquisition, beauty, courtesan, 16th century",Marshall Herskovitz,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Jackie Brown,"['Crime', 'Drama', 'Thriller']",0.7355,"airport, based on novel or book, police, arms deal, stewardess, heist, money, los angeles, california, drugs, ex-con, flight attendant, neo-noir, suspenseful",Quentin Tarantino,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Falcon Rising,"['Adventure', 'Action']",0.6289,"yakuza, marine, fighting",Ernie Barbarash,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thunderbolts*,"['Action', 'Adventure']",0.0,"villain, based on comic, marvel cinematic universe (mcu), antihero, ragtag, band of misfits",Jake Schreier,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scooby-Doo! and the Loch Ness Monster,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy', 'Mystery']",0.7323000000000001,"talking dog, curse, loch ness monster, loch ness, mystery, highland gaming, stolen van, scottish hotel",Joe Sichta,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
The Sleepover,"['Family', 'Action']",0.6400000000000001,rescue,Trish Sie,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Unfriended,"['Horror', 'Mystery', 'Thriller']",0.55,"suicide, computer, bullying, underage drinking, revenge, betrayal, internet, internet chat, humiliation, death, extramarital affair, vengeful ghost, gunshot, computer screen, ghost, one night, found footage, skype, female stripping, facebook, blender, screenlife, video chat",Levan Gabriadze,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
Digimon Adventure 02: The Beginning,"['Animation', 'Adventure', 'Fantasy']",0.7200000000000001,"monster, sequel, based on toy, anime, based on anime, animal sidekick, proxy battle, digimon",Tomohisa Taguchi,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
His Three Daughters,"['Drama', 'Comedy']",0.6970000000000001,"new york city, dying father, death, illness, family dynamics, estranged sister, sisterhood, sister sister relationship, dramatic, sisters relationship, familiar, hospice care",Azazel Jacobs,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Possible,"['Comedy', 'Action', 'Thriller']",0.7488000000000001,"secret agent, agent, national intelligence service (nis), mission possible",Kim Hyung-joo,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Pagan King,"['History', 'Adventure', 'Action']",0.6400000000000001,"freedom fighter, sword fight, baltic sea, 13th century",Aigars Grauba,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Out-Laws,"['Romance', 'Action', 'Comedy']",0.6000000000000001,"bank manager, wedding, bank robbery, in-laws",Tyler Spindel,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Super 8,"['Thriller', 'Science Fiction', 'Mystery']",0.68,"1970s, alien, train crash, firecracker, super 8mm footage, duringcreditsstinger, amused, familiar",J.J. Abrams,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
The Rape,['Drama'],0.4,Unknown,Yōichi Higashi,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shane,"['Drama', 'Western']",0.7400000000000001,"friendship, showdown, based on novel or book, gun, harassment, settler, fistfight, little boy, gunfight, homesteader, intimidation, homestead, cattle ranch, gunfighter, cattleman, starting over, newcomer, adult child friendship, land rights",George Stevens,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Diamonds Are Forever,"['Action', 'Thriller']",0.6400000000000001,"smuggling (contraband), fight, amsterdam, netherlands, spy, secret organization, satellite, secret agent, plastic surgery, murder, extortion, las vegas, millionaire, fingerprint, dirt bike, casino owner, old woman murdered, high dive, gender disguise, aftercreditsstinger, master villain",Guy Hamilton,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Mighty Morphin Power Rangers: The Movie,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",0.58,"superhero team, ethnic diversity, mmpr",Bryan Spicer,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Fear Street: 1666,"['Mystery', 'Horror']",0.7113,"based on novel or book, curse, teenage girl, witchcraft, witch hunt, 17th century, 1990s",Leigh Janiak,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
My Neighbor's Wife,"['Romance', 'Drama']",0.30000000000000004,softcore,Jung Dae-man,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Legion,"['Adventure', 'History', 'Action']",0.6000000000000001,Unknown,Jose Magan,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Witches of Eastwick,"['Comedy', 'Fantasy', 'Horror']",0.65,"witch, based on novel or book, rhode island, new england, cherry, voodoo doll",George Miller,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Gini Mal Pokuru,"['Crime', 'Thriller']",0.0,Unknown,Udayakantha Warnasuriya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The First Slam Dunk,"['Animation', 'Comedy', 'Drama']",0.7832,"competition, basketball, high school sports, romance, tournament, based on manga, shounen, anime, dunk",Takehiko Inoue,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Great Dictator,"['Comedy', 'War']",0.8300000000000001,"amnesia, nazi, hairdresser, propaganda, world war i, dictator, jewish ghetto, fascism, world war ii, national socialism, national socialist party, satire, speech, black and white, barbershop, anti war, fictitious country",Charlie Chaplin,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Frozen Ground,"['Thriller', 'Crime']",0.6281,"prostitute, escape, hitman, winter, gun, kidnapping, confession, runaway, based on true story, strip club, pole dancer, serial killer, man hunt, hunting, drug overdose, anchorage alaska",Scott Walker,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Sleepover,"['Family', 'Comedy']",0.6000000000000001,"high school, slumber party, female friendship, sleepover, scavenger hunt, teen movie, teenage crush, teen comedy, misadventure",Joe Nussbaum,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pretty Guardian Sailor Moon Cosmos the Movie Part 1,['Animation'],0.7200000000000001,"sequel, based on manga, anime, magical girl",Tomoya Takahashi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Momonsters: la película,['Animation'],0.0,"preschool, based on tv series",Christian Garnez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Side of the Door,"['Thriller', 'Horror']",0.5599999999999999,"ritual, india, death, grieving, grieving parents",Johannes Roberts,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Hombre,['Western'],0.7000000000000001,"apache nation, outlaw, stagecoach, journey",Martin Ritt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Many Adventures of Winnie the Pooh,"['Animation', 'Family', 'Adventure']",0.7262,"dream sequence, short compilation, cartoon bear, playful, cartoon donkey, whimsical",John Lounsbery,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Natural Born Killers,"['Crime', 'Thriller', 'Drama']",0.7067000000000001,"daughter, journalist, sadistic, mass murder, yellow press, pop culture, trauma, controversy, satire, young couple, abuse",Oliver Stone,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Hustler,"['Drama', 'Romance']",0.77,"new york city, suicide, based on novel or book, sports, gambling, alcohol, manager, pool billiards, hustler, money, game, drunk",Robert Rossen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Somebody I Used to Know,"['Romance', 'Comedy', 'Drama']",0.58,"marriage, romantic comedy, lgbt",Dave Franco,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Once Upon a Snowman,"['Animation', 'Family', 'Comedy', 'Fantasy']",0.6900000000000001,"holiday, snowman, christmas, short film",Trent Correy,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Beauty Salon: Special Service,"['Romance', 'Drama']",0.63,"sister, beauty salon, prostitution, threesome, softcore, money problems, erotic massage",Lee Ri-dan,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Night at the Museum: Kahmunrah Rises Again,"['Animation', 'Comedy', 'Family', 'Fantasy']",0.6447,"magic, museum, mummy, sequel, school",Matt Danner,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Burning Blood,"['Action', 'Crime']",0.0,Unknown,Wilson Chin,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleopatra,"['Drama', 'History', 'Romance']",0.7000000000000001,"epic, egypt, snake, greece, nile, cleopatra, historical figure, ancient rome, ancient egypt, library of alexandria, alexandria egypt, 1st century bc",Joseph L. Mankiewicz,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Universal Soldier,"['Thriller', 'Action', 'Science Fiction', 'Crime']",0.63,"vietnam, revitalization, barrage, reporter, soldier",Roland Emmerich,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
The House of Magic,"['Family', 'Fantasy', 'Animation', 'Adventure']",0.63,"magic, magician, greedy relative",Ben Stassen,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Dark City,"['Mystery', 'Science Fiction']",0.7327,"beach, experiment, chaos, paranoia, dystopia, sleep, manipulation, mad scientist, fugitive, serial killer, memory, cyberpunk, duel, parallel world, alien race, tech noir, neo-noir, retrofuturism",Alex Proyas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Doctor Zhivago,"['Drama', 'Romance', 'War']",0.75,"epic, daughter, based on novel or book, love triangle, nurse, world war i, suicide attempt, loss of loved one, forbidden love, stepparents, russian revolution (1917), 1910s",David Lean,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Convoy,"['Action', 'Comedy', 'Drama']",0.63,"police brutality, waitress, police, chase, fight, highway, protest, car crash, road trip, truck, marijuana, based on song, poem or rhyme, truck driver, cb radio, convoy, truck stop",Sam Peckinpah,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Only the Brave,"['Drama', 'Action']",0.7400000000000001,"fire, bravery, arizona, natural disaster, heroism, addiction, based on true story, tragedy, firefighting, test by fire, forest fire, firefighter, based on magazine, newspaper or article, wildfire, proving oneself",Joseph Kosinski,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Halloween: The Curse of Michael Myers,"['Horror', 'Thriller']",0.52,"escape, psychopath, mass murder, halloween, attempt to escape, escape agent, sequel, murder, slasher, doctor, niece, death, evil, psychiatric ward, murder hunt, halloween night, holiday horror",Joe Chappelle,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Triple Threat,"['Thriller', 'Action']",0.6400000000000001,"martial arts, assassin, police, hitman, fight, mercenary, organized crime, تهدید سه گانه",Jesse V. Johnson,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Enola Holmes,"['Adventure', 'Mystery', 'Crime']",0.727,"based on novel or book, detective, child prodigy, victorian england, female protagonist, period drama, female detective, runaway teen, books, mother daughter relationship, brother sister relationship, detectives, sherlock holmes, childish love interest, indifferent",Harry Bradbeer,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mr. Bean's Holiday,"['Family', 'Comedy']",0.6355000000000001,"france, movie business, language barrier, clumsy fellow, to drop brick, misunderstanding, false accusations, filmmaking, road movie, wanted man, aftercreditsstinger, englishman abroad, cross country trip, train travel, raffle, french woman, buffoon, holiday abroad, social misfit, stranded traveler, faux pas",Steve Bendelack,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Speed Racer,"['Family', 'Action', 'Adventure', 'Comedy']",0.63,"car race, loss of loved one, chimp, family, duringcreditsstinger, woman director, live action remake, based on tv series, euphoric",Lana Wachowski,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Revolutionary Road,"['Drama', 'Romance']",0.6989000000000001,"adultery, infidelity, career, jealousy, husband wife relationship, based on novel or book, marriage crisis, american dream, housewife, connecticut, suburbia, free spirit, unhappiness, getaway, aspiring actor, 1950s, unhappy marriage, feeling trapped, bleak",Sam Mendes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Enter the Dragon,['Action'],0.7400000000000001,"island, martial arts, kung fu, temple, monk, spy, shaolin, sister, hong kong, shaolin monk, east asian lead, martial arts tournament, crime lord",Robert Clouse,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper: Ultimate Kill,['Action'],0.6400000000000001,"sniper, agent",Claudio Fäh,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ossessione,"['Crime', 'Drama', 'Romance']",0.75,"adultery, based on novel or book, italian, italy, disorientation, province, country house, country life, milieu, holdings, murder, mechanic, drifter, older husband, neo realism, italian neo realism",Luchino Visconti,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Seeking a Friend for the End of the World,"['Comedy', 'Drama', 'Romance', 'Adventure']",0.6568,"asteroid, road trip, end of the world, woman director",Lorene Scafaria,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Endless Love,"['Romance', 'Drama']",0.5676,"shocking, cautionary, wistful, dramatic, adoring, enchant",Franco Zeffirelli,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Apache Junction,"['Western', 'Action', 'Crime']",0.6400000000000001,Unknown,Justin Lee,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Double,"['Action', 'Drama', 'Crime']",0.5779,double agent,Michael Brandt,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flower of My Secret,"['Drama', 'Romance']",0.68,"spain, madrid, spain, parent child relationship, suicide attempt, novelist, old woman",Pedro Almodóvar,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gabriel,"['Fantasy', 'Horror', 'Action', 'Science Fiction']",0.6000000000000001,"archangel gabriel, hell, heaven, matter of life and death, religion",Shane Abbess,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
The Independent,"['Thriller', 'Mystery', 'Crime']",0.68,"usa president, corruption",Amy Rice,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Shame,['Drama'],0.6900000000000001,"new york city, pornography, sex addiction, co-workers relationship, internet porn, self-loathing, brother sister relationship",Steve McQueen,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Rope Torture,['Drama'],0.35000000000000003,pink film,Ikuo Sekimoto,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Mask,"['Action', 'Adventure', 'Family', 'Fantasy']",0.61,sequel,Oleg Stepchenko,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
The Garden of Words,"['Animation', 'Drama', 'Romance']",0.7577,"chocolate, age difference, garden, rain, alcoholism, coming of age, tokyo, japan, cityscape, high school student, teacher student relationship, high school teacher, rainstorm, seinen, abuse, shoemaker, anime, adult child friendship, japanese, student crush on teacher, melodramatic, award winner",Makoto Shinkai,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Maid Marian,"['Adventure', 'Action']",0.48,Unknown,Bill Thomas,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Worst Person in the World,"['Drama', 'Romance', 'Comedy']",0.7494000000000001,"bookshop, photographer, pregnancy, man woman relationship, magic mushroom, cancer, break-up, older man younger woman relationship, oslo, norway, controversial artist, turning thirty",Joachim Trier,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Glory,"['Drama', 'History', 'War']",0.7465,"racism, battle, union soldier, confederate soldier, american civil war, 19th century, early america, african american history, american history",Edward Zwick,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
War Machine,"['Comedy', 'Drama', 'War']",0.5609000000000001,"journalist, based on novel or book, afghanistan, us army, historical fiction, exposé, satirical, u.s. general, born leader, charismatic, nato forces",David Michôd,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Down,"['Horror', 'Thriller', 'TV Movie']",0.6900000000000001,"confession, cell phone, security guard, valentine's day, trapped in an elevator, office building",Daniel Stamm,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Blonde,['Drama'],0.6000000000000001,"suicide, rape, husband wife relationship, based on novel or book, pregnancy, overdose, psychological stress, biography, celebrity, psychological abuse, fame, domestic violence, hollywood, los angeles, california, reality vs fantasy, substance abuse, starlet, traumatic childhood, mother daughter relationship, absent father",Andrew Dominik,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Timeless Love,"['Drama', 'Romance', 'TV Movie']",0.6900000000000001,Unknown,Brian Brough,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Jonah Hex,"['Action', 'Western', 'Drama', 'Fantasy', 'Thriller']",0.49000000000000005,"gunslinger, hell, comic book, based on comic, facial scar, death, confederate, tomahawk",Jimmy Hayward,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
Girl with a Pearl Earring,"['Drama', 'Romance']",0.6601,"based on novel or book, painting, butcher, painter, biography, holland, maid, period drama, earring, 17th century, dutch history, year 1665",Peter Webber,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Night Before Enlisting,['Romance'],0.6000000000000001,Unknown,Yoo Seung-taek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
A Cinderella Story: If the Shoe Fits,"['Comedy', 'Family', 'Fantasy', 'Music']",0.7200000000000001,"dance, dancer, fairy tale, musical, celebrity, orphan, modern fairy tale",Michelle Johnston,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Broker,"['Drama', 'Comedy', 'Crime']",0.7200000000000001,"baby, adoption, investigation, broker, road trip, family relationships, road movie, abandoned baby, busan, south korea, baby box",Hirokazu Kore-eda,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Radio,['Drama'],0.7200000000000001,"mentally disabled, high school, friendship, sports, american football, 1970s, american football coach, biography, based on true story, inspiration, kindness, inspiring story, teenage daughter, disability, schoolteacher, mentor protégé relationship, racial issues, based on magazine, newspaper or article, father daughter relationship, uplifting",Michael Tollin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The Cook, the Thief, His Wife & Her Lover","['Crime', 'Drama']",0.73,"sadism, sexuality, allegory, cooking, restaurant, crime boss, satire, surrealism, sociopath, murder, brutality, avant-garde, public humiliation, stray dog, abusive husband, french cuisine, adulterous wife, cannibalism, violence",Peter Greenaway,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom III: The Flame of Destiny,"['Action', 'Adventure', 'War']",0.75,based on manga,Shinsuke Sato,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Space Cadet,"['Comedy', 'Romance']",0.55,"romantic comedy, space, woman director, wonder, inspirational, sentimental, earnest, hopeful, joyful, optimistic",Liz W. Garcia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Paranormal Activity: The Marked Ones,"['Horror', 'Thriller']",0.54,"supernatural, possession, demon, demonic possession, found footage, malicious",Christopher Landon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Stargate,"['Action', 'Adventure', 'Science Fiction']",0.7000000000000001,"egypt, teleportation, pyramid, space travel, uprising, space, androgyny, space western, timebomb, death of son, nuclear weapons, space opera, hieroglyph, egyptian mythology, egyptology",Roland Emmerich,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Quick and the Dead,"['Western', 'Action']",0.6542,"gunslinger, revenge, prairie, shootout, awestruck",Sam Raimi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
